"","tailnum","year_plane","type","manufacturer","model","engines","seats","speed","engine"
"267","N17146",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"268","N17159",2004,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"269","N17169",2004,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"270","N17185",2005,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"271","N17196",2005,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"272","N171DN",1990,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"273","N171DZ",1998,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"274","N17229",1999,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"275","N17233",1999,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"276","N17244",1999,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"277","N17245",1999,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"278","N172DN",1990,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"279","N172DZ",1998,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"280","N173AT",2004,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"281","N173DZ",1998,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"282","N174AT",2004,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"283","N174DN",1990,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"284","N174DZ",1998,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"285","N17560",2002,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,NA,"Turbo-fan"
"286","N175AT",2004,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"287","N175DN",1990,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"288","N175DZ",1999,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"289","N176AT",2005,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"290","N176DN",1990,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"291","N176DZ",1999,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"292","N17719",1999,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"293","N17730",1999,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"294","N177DN",1991,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"295","N177DZ",1999,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"296","N178DN",1991,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"297","N178DZ",2000,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"298","N178JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"299","N17984",2000,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,NA,"Turbo-fan"
"300","N179DN",1991,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"301","N179JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"302","N180DN",1992,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"303","N18101",2002,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"304","N18102",2002,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"305","N18112",1995,"Fixed wing multi engine","BOEING","757-224",2,178,NA,"Turbo-jet"
"306","N18114",2002,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"307","N18119",1997,"Fixed wing multi engine","BOEING","757-224",2,178,NA,"Turbo-jet"
"308","N18120",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"309","N181DN",1992,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"310","N18220",1998,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"311","N18223",1998,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"312","N18243",1999,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"313","N182DN",1992,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"314","N183DN",1993,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"315","N183JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"316","N184AT",2005,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"317","N184DN",1993,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"318","N184JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"319","N18556",2002,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,NA,"Turbo-fan"
"320","N18557",NA,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,NA,"Turbo-fan"
"321","N185DN",1995,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"322","N186DN",1995,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"323","N186US",2002,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"324","N187DN",1996,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"325","N187JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"326","N187US",2002,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"327","N188DN",1996,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"328","N188US",2002,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"329","N189DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"330","N190DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"331","N190JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"332","N19117",1996,"Fixed wing multi engine","BOEING","757-224",2,178,NA,"Turbo-jet"
"333","N19130",1998,"Fixed wing multi engine","BOEING","757-224",2,178,NA,"Turbo-jet"
"334","N19136",1999,"Fixed wing multi engine","BOEING","757-224",2,178,NA,"Turbo-jet"
"335","N19141",2000,"Fixed wing multi engine","BOEING","757-224",2,178,NA,"Turbo-jet"
"336","N191DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"337","N192DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"338","N192JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"339","N193DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"340","N193JB",2005,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"341","N193UW",2008,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"342","N194DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"343","N194UW",NA,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"344","N19554",2002,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,NA,"Turbo-fan"
"345","N195DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"346","N195UW",2008,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"347","N196DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"348","N196UW",2009,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"349","N197DN",1997,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"350","N197JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"351","N197UW",2009,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"352","N198DN",1998,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"353","N198JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"354","N198UW",2013,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"355","N19966",1999,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,NA,"Turbo-fan"
"356","N199DN",1998,"Fixed wing multi engine","BOEING","767-332",2,330,NA,"Turbo-fan"
"357","N199UW",2013,"Fixed wing multi engine","AIRBUS","A321-211",2,199,NA,"Turbo-fan"
"358","N200WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"359","N201FR",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"360","N201LV",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"361","N202FR",2008,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"362","N202WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"363","N203JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"364","N203WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"365","N204FR",2004,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"366","N204WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"367","N205FR",2010,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"368","N205WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"369","N206FR",2010,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"370","N206JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"371","N206UA",1999,"Fixed wing multi engine","BOEING","777-222",2,400,NA,"Turbo-fan"
"372","N206WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"373","N207FR",2010,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"374","N207WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"375","N208FR",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"376","N208WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"377","N20904",2012,"Fixed wing multi engine","BOEING","787-8",2,260,NA,"Turbo-fan"
"378","N209FR",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"379","N209WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"380","N210FR",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"381","N210WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"382","N21108",1994,"Fixed wing multi engine","BOEING","757-224",2,178,NA,"Turbo-jet"
"383","N21129",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"384","N21130",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"385","N21144",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"386","N21154",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"387","N21197",2006,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"388","N211FR",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"389","N211WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"390","N212WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"391","N213FR",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"392","N213WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"393","N214FR",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"394","N214WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"395","N21537",2001,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,NA,"Turbo-fan"
"396","N215WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"397","N216FR",2011,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"398","N216JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"399","N216WR",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"400","N21723",1999,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"401","N217JC",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"402","N218WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"403","N219WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"404","N220WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"405","N221FR",2007,"Fixed wing multi engine","AIRBUS","A320-214",2,182,NA,"Turbo-fan"
"406","N221WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"407","N222WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"408","N223WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"409","N224WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"410","N225WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"411","N226WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"412","N227WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"413","N228JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"414","N228UA",2002,"Fixed wing multi engine","BOEING","777-222",2,400,NA,"Turbo-fan"
"415","N228WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"416","N22909",2001,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,NA,"Turbo-fan"
"417","N22971",1999,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,NA,"Turbo-fan"
"418","N229JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"419","N229WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"420","N230WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"421","N23139",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"422","N231JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"423","N231WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"424","N232WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"425","N233LV",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"426","N234WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"427","N235WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"428","N236JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"429","N236WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"430","N23707",1998,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"431","N23708",1998,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"432","N23721",1999,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"433","N237WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"434","N238JB",NA,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"435","N238WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"436","N239JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"437","N239WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"438","N240AT",2005,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"439","N240WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"440","N24103",2002,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"441","N24128",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"442","N241WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"443","N24202",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"444","N24211",1998,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"445","N24212",1998,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"446","N24224",1998,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"447","N242WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"448","N243WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"449","N244WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"450","N245AY",1987,"Fixed wing multi engine","BOEING","767-201",2,255,NA,"Turbo-jet"
"451","N245WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"452","N246LV",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"453","N24702",1998,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"454","N24706",1998,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"455","N24715",1998,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"456","N24729",1999,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"457","N247JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"458","N247WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"459","N248WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"460","N249JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"461","N249WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"462","N250WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"463","N25134",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"464","N251WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"465","N252WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"466","N253WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"467","N254WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"468","N255WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"469","N256WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"470","N25705",1998,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"471","N257WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"472","N258JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"473","N258WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"474","N259WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"475","N260WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"476","N26123",1997,"Fixed wing multi engine","BOEING","757-224",2,178,NA,"Turbo-jet"
"477","N26141",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"478","N261AT",2005,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"479","N261WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"480","N26208",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"481","N26210",1998,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"482","N26215",1998,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"483","N26226",1998,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"484","N262WN",2006,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"485","N263WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"486","N264LV",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"487","N26545",2002,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,NA,"Turbo-fan"
"488","N26549",2002,"Fixed wing multi engine","EMBRAER","EMB-145LR",2,55,NA,"Turbo-fan"
"489","N265JB",2006,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"490","N265WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"491","N266JB",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"492","N266WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"493","N267JB",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"494","N267WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"495","N268WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"496","N26906",2012,"Fixed wing multi engine","BOEING","787-8",2,260,NA,"Turbo-fan"
"497","N269WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"498","N270WN",1998,"Fixed wing multi engine","BOEING","737-705",2,149,NA,"Turbo-fan"
"499","N27152",2003,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"500","N27190",2005,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"501","N271LV",NA,"Fixed wing multi engine","BOEING","737-705",2,149,NA,"Turbo-fan"
"502","N27200",2006,"Fixed wing multi engine","EMBRAER","EMB-145XR",2,55,NA,"Turbo-fan"
"503","N27205",2000,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"504","N27213",1998,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"505","N27239",1999,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"506","N272AT",NA,"Fixed wing multi engine","BOEING","777-200",2,400,NA,"Turbo-jet"
"507","N272WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"508","N273AT",2005,"Fixed wing multi engine","BOEING","737-76N",2,149,NA,"Turbo-fan"
"509","N273JB",2007,"Fixed wing multi engine","EMBRAER","ERJ 190-100 IGW",2,20,NA,"Turbo-fan"
"510","N273WN",2007,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"511","N27421",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
